day,siconc,f107,scnum,iprp,tsi,kp,ap,huss,scph,iprg,ssn,iprm,tas
21296,21.103858230521286,235.0,19.0,6173089.0,1362.5092,1.625,7.125,0.007249742,0.7666929,42661.066,193.84273,4261968000.0,278.84515
21297,21.11084111370457,244.0,19.0,5819905.0,1362.919,2.8375,14.625,0.0072326586,0.76721656,42653.87,193.77222,15741905000.0,278.95822
21298,21.117825386239858,241.0,19.0,1812827.0,1362.8452,2.1625,10.874999,0.007229066,0.76774025,42646.754,193.7016,9739746000.0,279.0254
21299,21.12480965877515,245.0,19.0,10067774.0,1362.8494,2.075,13.0,0.007233585,0.76826394,42639.695,193.63087,12818602000.0,279.1651
21300,21.13179254195843,247.0,19.0,2664270.5,1362.6368,2.125,10.0,0.007256811,0.7687876,42632.7,193.56003,8319817700.0,279.39493
21301,21.13877403578971,258.0,19.0,3131952.5,1362.1747,3.7875,24.5,0.007301332,0.7693113,42625.766,193.48909,35498852000.0,279.5934
21302,21.145756918972992,255.0,19.0,3078213.5,1361.3507,4.1625,31.0,0.0073046545,0.76983505,42618.895,193.41803,48114830000.0,279.56778
21303,21.152742580860288,265.0,19.0,11805320.0,1361.432,4.0625,28.75,0.007291967,0.77035874,42612.082,193.34688,44455570000.0,279.7011
21304,21.15972546404357,266.0,19.0,16140073.0,1361.2308,3.5000002,20.875,0.0072803996,0.7708824,42605.324,193.27562,29639740000.0,279.75232
21305,21.166708347226855,276.0,19.0,1532699.1,1361.5953,2.2625,10.875,0.007286543,0.7714061,42598.633,193.2043,10296610000.0,279.77045
21306,21.173691230410135,348.70724,19.0,3015150.5,1361.3511,1.7125,6.6250005,0.0072711217,0.7719298,42591.996,193.13289,4042962400.0,279.88416
21307,21.18067411359342,280.0,19.0,1491809.6,1361.7057,2.0125,8.5,0.0072711026,0.77245355,42585.418,193.06146,5925057500.0,279.9799
21308,21.1876556074247,269.0,19.0,1431073.5,1361.5251,2.3875,11.499999,0.0072452733,0.77297723,42578.895,192.98994,10302119000.0,279.98358
21309,21.194639879959986,263.0,19.0,1741887.4,1362.3397,1.8625,8.0,0.0072310977,0.7735009,42572.43,192.91832,5609541600.0,279.95776
21310,21.20162276314327,249.0,19.0,2387538.0,1362.554,1.5125,5.875,0.0072591314,0.7740246,42566.023,192.8467,3131182600.0,279.9901
21311,21.208609814382573,236.0,19.0,3983881.8,1362.5032,2.4375,11.125,0.0073142266,0.7745483,42559.668,192.77496,9704231000.0,280.07208
21312,21.21559130821385,239.0,19.0,5506067.5,1362.9497,2.2625,10.25,0.0073527577,0.77507204,42553.367,192.70322,8467074600.0,280.09937
21313,21.222574191397133,209.0,19.0,5176238.5,1362.3088,3.425,20.0,0.0073754797,0.7755957,42547.12,192.63142,26321476000.0,280.08972
21314,21.229557074580416,211.0,19.0,4123149.8,1362.3146,2.05,9.75,0.007376868,0.7761194,42540.934,192.55966,8530680300.0,280.13568
21315,21.236537179059688,209.0,19.0,4164316.5,1362.569,2.3124998,14.249999,0.0073627634,0.7766431,42534.79,192.48781,15050658000.0,280.17053
21316,21.243524230298988,203.0,19.0,3556409.8,1362.217,3.9125,29.25,0.007327332,0.7771668,42528.703,192.41597,44822598000.0,280.09097
21317,21.25050711348227,194.0,19.0,111462780.0,1362.229,4.5125,37.625,0.0073135966,0.7776905,42522.668,192.34407,59664335000.0,280.0161
21318,21.257487217961543,196.0,19.0,1289665500.0,1362.19,3.8875,26.875,0.007329388,0.7782142,42516.68,192.27216,42699270000.0,280.08438
21319,21.264470101144827,194.0,19.0,106899230.0,1362.39,3.0,15.875,0.0073388694,0.7787379,42510.742,192.20032,19680858000.0,280.2037
21320,21.264470101144827,194.0,19.0,35029970.0,1362.5111,3.1625,16.75,0.0073205456,0.7792616,42504.85,192.12843,19799226000.0,280.33206
21321,21.279883572301877,197.0,19.0,3904930.5,1362.3541,3.2125003,17.625,0.007311196,0.7797853,42499.016,192.05627,21527054000.0,280.52618
21322,21.295291486050907,197.0,19.0,3703636.5,1362.3667,2.3375,10.375,0.0073146233,0.78030896,42493.223,191.9842,9272044000.0,280.57388
21323,21.310698010447926,197.0,19.0,3137683.5,1362.2476,1.2125,4.625,0.0073649297,0.7808327,42487.48,191.91217,2193645800.0,280.57446
21324,21.326110092252975,199.0,19.0,1419695.4,1362.2898,1.4625,6.375,0.007413079,0.7813564,42481.78,191.84024,3456188400.0,280.57117
21325,21.341518006002,199.0,19.0,1997870.8,1362.297,1.25,4.875,0.0074753314,0.7818801,42476.13,191.76834,2188034300.0,280.7516
21326,21.356925919751028,206.0,19.0,3434522.0,1362.2793,1.0125,4.125,0.007502691,0.78240377,42470.523,191.69649,1559277200.0,280.9773
21327,21.37233522285206,211.0,19.0,3850787.8,1362.3807,0.525,2.5,0.007503881,0.78292745,42464.96,191.62473,642718660.0,280.9393
21328,21.387741747249084,207.0,19.0,3314544.0,1362.5343,1.7375001,9.75,0.007509817,0.78345114,42459.44,191.55305,7631908400.0,280.92914
21329,21.403151050350118,210.0,19.0,2940583.0,1362.77,4.2875,39.375,0.007530042,0.7839749,42453.97,191.48141,62487433000.0,280.99005
21330,21.418558964099145,201.0,19.0,4186583.2,1362.6274,3.625,24.0,0.0075324243,0.7844986,42448.53,191.40988,37598140000.0,281.02466
21331,21.433965488496167,202.0,19.0,7696641.5,1362.4772,3.1375,17.75,0.007542111,0.78502226,42443.145,191.33838,22849128000.0,281.0584
21332,21.4493747915972,219.0,19.0,1943394.6,1362.7363,5.05,52.5,0.007543252,0.78554595,42437.797,191.26698,81436000000.0,281.02765
21333,21.46478548405024,213.0,19.0,6166860.5,1362.3627,2.525,11.749999,0.007556661,0.78606963,42432.49,191.19563,13715513000.0,280.98477
21334,21.480193397799265,209.0,19.0,1847266.6,1362.7104,4.7375,71.625,0.0076134116,0.7865934,42427.22,191.12439,104477370000.0,281.01428
21335,21.4956027009003,219.0,19.0,2129614.0,1362.46,4.875,59.625,0.0076483097,0.78711706,42421.99,191.05325,94081660000.0,281.0649
21336,21.511010614649326,220.0,19.0,3794355.8,1362.6223,3.6625,25.625,0.007633567,0.78764075,42416.797,190.9822,44094310000.0,281.0643
21337,21.526421307102368,227.0,19.0,5546746.0,1362.4764,1.4624999,5.75,0.0076597882,0.78816444,42411.645,190.91121,3683506200.0,281.1136
21338,21.5418306102034,246.0,19.0,4092084.0,1361.9371,1.4125,5.375,0.0076861517,0.7886881,42406.53,190.84033,2532607500.0,281.24997
21339,21.557235745248416,256.0,19.0,3729606.5,1361.6201,1.7499999,7.8749995,0.007704322,0.7892118,42401.45,190.76953,5139970000.0,281.36087
21340,21.57264504834945,260.0,19.0,7771156.0,1361.1753,2.5374997,15.375,0.007715448,0.78973556,42396.41,190.69882,17147494000.0,281.4216
21341,21.588051572746473,238.0,19.0,4766495.5,1361.4215,5.2125,77.0,0.0077266917,0.79025924,42391.402,190.62817,110256900000.0,281.41254
21342,21.60346365455152,233.0,19.0,5094906.0,1361.2205,2.3125,13.375,0.0077114375,0.7907829,42386.43,190.55765,18237050000.0,281.32135
21343,21.618874347004557,252.0,19.0,2639962.2,1361.1381,4.05,32.5,0.0077251787,0.7913066,42381.492,190.48721,50856810000.0,281.23526
21344,21.63427948204957,234.0,19.0,2678539.0,1361.3394,4.1375,30.625,0.007737641,0.7918303,42376.586,190.41689,47922176000.0,281.2044
21345,21.649692953206625,235.0,19.0,4629857.0,1361.7786,3.3125002,18.375,0.007698332,0.79235405,42371.715,190.34666,25036931000.0,281.2275
21346,21.665099477603647,227.0,19.0,4506302.0,1362.46,2.925,14.75,0.007747396,0.79287773,42366.88,190.27657,16516890000.0,281.3271
21347,21.680507391352673,220.0,19.0,6335246.5,1362.3348,2.1125,9.0,0.00781923,0.7934014,42362.066,190.20651,7111529500.0,281.39154
21348,21.695916694453707,208.0,19.0,6484787.5,1362.6835,2.2625,14.750001,0.007843206,0.7939251,42357.285,190.13666,15972849000.0,281.4976
21349,21.711327386906746,197.0,19.0,5257875.0,1362.825,3.0375,21.0,0.0077911722,0.7944488,42352.54,190.06688,28364622000.0,281.51282
21350,21.711327386906746,191.0,19.0,10973312.0,1362.8323,2.25,10.25,0.007768973,0.7949725,42347.824,189.9972,9343232000.0,281.50537
21351,21.702816216516617,182.0,19.0,142232860.0,1362.272,1.15,4.5,0.007775648,0.7954962,42343.137,189.92773,2091075300.0,281.49414
21352,21.694313382238523,177.0,19.0,173485460.0,1361.9926,1.625,6.625,0.0077991467,0.7960199,42338.477,189.8584,3716327400.0,281.49774
21353,21.685802211848394,189.0,19.0,69779250.0,1362.054,2.0375,9.0,0.007824948,0.7965436,42333.84,189.7891,6585973000.0,281.49512
21354,21.677293820162276,193.0,19.0,5929033.5,1362.3632,1.6374999,7.5,0.007851974,0.7970673,42329.23,189.71991,4834778000.0,281.53928
21355,21.668786817828163,194.0,19.0,2101368.2,1362.2947,5.4,65.625,0.007894846,0.797591,42324.652,189.65079,97586860000.0,281.5606
21356,21.660278426142046,213.0,19.0,1869714.0,1362.3568,4.3874993,38.25,0.007911978,0.7981147,42310.965,189.58185,67570946000.0,281.53488
21357,21.65177281315994,217.0,19.0,2393120.0,1362.4824,2.75,13.375,0.007905543,0.7986384,42297.35,189.51303,15973964000.0,281.57285
21358,21.64326303212182,221.0,19.0,2936455.5,1362.0757,3.3,18.0,0.007948326,0.7991621,42283.832,189.44423,22273982000.0,281.63318
21359,21.634753251083694,226.0,19.0,14218265.0,1362.13,3.0375,15.5,0.007916579,0.7996858,42270.387,189.37561,17784615000.0,281.5898
21360,21.62624763810159,233.0,19.0,6488984.5,1362.3546,2.075,7.75,0.007902864,0.80020946,42257.027,189.30702,5575937000.0,281.48877
21361,21.61774341447149,237.0,19.0,2180247.5,1362.7351,1.8624998,7.5,0.0079143215,0.80073315,42243.75,189.23863,4717399000.0,281.49872
21362,21.609235022785374,232.0,19.0,2710588.2,1363.014,4.4625,55.125,0.0079266,0.8012569,42230.555,189.17035,84805880000.0,281.582
21363,21.60072524174725,220.0,19.0,1630769.1,1363.297,6.0,102.875,0.00794586,0.8017806,42217.438,189.1022,134702190000.0,281.74844
21364,21.59221685006113,217.0,19.0,1754612.6,1363.2314,2.175,9.0,0.007991105,0.80230427,42204.406,189.03415,10054567000.0,281.81467
21365,21.583708458375014,215.0,19.0,5963276.5,1362.365,2.925,16.875,0.008017746,0.80282795,42191.453,188.96623,20043305000.0,281.90918
21366,21.57520284539291,215.0,19.0,7224431.0,1362.255,1.7000002,6.375,0.008040441,0.80335164,42178.586,188.89847,4075011300.0,281.92462
21367,21.566693064354784,224.0,19.0,6711930.0,1362.1816,2.8375,14.75,0.0080735935,0.8038754,42165.8,188.83081,15972466000.0,281.92108
21368,21.558187451372678,232.0,19.0,16398076.0,1361.9965,3.4749997,21.124998,0.008116573,0.8043991,42153.09,188.76328,28620487000.0,281.922
21369,21.54968322774258,238.0,19.0,11673891.0,1361.2972,2.4625,11.25,0.008149215,0.80492276,42140.47,188.6959,10908545000.0,281.85025
21370,21.541174836056463,232.0,19.0,9110832.0,1361.6987,1.3625,5.6249995,0.008138828,0.80544645,42127.918,188.62871,3086979300.0,281.70367
